SessionID,EmployeeID,CompanyID,LoginTime,LogoutTime
37,25,1,2024-02-13 10:52:56.076699,2024-02-13 11:10:56.076699
38,8,1,2023-10-21 16:01:14.315997,2023-10-21 16:33:14.315997
39,11,1,2024-03-22 01:32:36.295079,2024-03-22 02:56:36.295079
40,13,1,2024-01-26 00:17:49.787955,2024-01-26 01:13:49.787955
41,16,1,2023-06-01 09:48:41.217119,2023-06-01 10:04:41.217119
42,48,1,2023-11-24 13:30:54.553696,2023-11-24 13:50:54.553696
43,42,1,2024-04-06 08:37:55.331200,2024-04-06 09:53:55.331200
44,16,1,2023-08-27 06:02:54.936108,2023-08-27 08:00:54.936108
45,28,1,2023-09-25 07:58:39.857418,2023-09-25 09:06:39.857418
46,33,1,2024-04-07 09:15:30.972251,2024-04-07 11:08:30.972251
47,28,1,2023-08-08 08:22:07.410969,2023-08-08 09:22:07.410969
48,11,1,2023-12-21 00:15:04.401308,2023-12-21 01:45:04.401308
49,31,1,2023-08-25 08:35:23.503912,2023-08-25 09:27:23.503912
50,16,1,2024-05-12 02:37:31.659260,2024-05-12 03:09:31.659260
51,9,1,2024-03-14 07:32:18.536826,2024-03-14 08:44:18.536826
52,20,1,2023-11-08 05:57:14.965682,2023-11-08 07:47:14.965682
53,4,1,2023-06-29 18:39:05.993235,2023-06-29 18:46:05.993235
54,31,1,2023-09-23 11:45:55.831419,2023-09-23 12:41:55.831419
55,6,1,2023-11-29 16:49:26.137160,2023-11-29 18:00:26.137160
56,19,1,2024-04-29 16:39:37.094758,2024-04-29 17:36:37.094758
57,28,1,2023-07-10 00:17:40.441283,2023-07-10 00:22:40.441283
58,21,1,2023-12-15 04:47:45.286438,2023-12-15 06:36:45.286438
59,3,1,2024-02-08 18:02:35.672160,2024-02-08 18:26:35.672160
60,42,1,2023-12-13 19:56:44.421228,2023-12-13 21:55:44.421228
61,7,1,2024-03-18 08:26:39.016829,2024-03-18 10:01:39.016829
62,45,1,2023-12-11 06:29:52.985589,2023-12-11 07:37:52.985589
63,25,1,2024-05-10 18:50:42.758204,2024-05-10 20:46:42.758204
64,47,1,2024-01-02 18:31:51.283738,2024-01-02 19:21:51.283738
65,31,1,2023-12-28 04:52:12.312772,2023-12-28 05:48:12.312772
66,38,1,2023-11-07 04:21:54.994132,2023-11-07 05:10:54.994132
67,35,1,2023-12-31 07:18:10.504193,2023-12-31 07:47:10.504193
68,23,1,2023-10-16 16:29:33.589878,2023-10-16 17:05:33.589878
69,26,1,2023-12-23 22:08:16.552083,2023-12-23 23:43:16.552083
70,14,1,2023-09-12 20:33:59.479758,2023-09-12 21:58:59.479758
71,50,1,2023-08-07 17:58:54.458066,2023-08-07 18:09:54.458066
72,25,1,2023-08-06 19:07:45.961993,2023-08-06 19:14:45.961993
73,31,1,2024-01-06 04:50:34.594239,2024-01-06 06:45:34.594239
74,26,1,2024-01-21 21:37:09.521529,2024-01-21 22:58:09.521529
75,15,1,2023-11-18 11:09:45.304761,2023-11-18 11:33:45.304761
76,38,1,2023-07-03 03:10:09.436016,2023-07-03 04:31:09.436016
77,24,1,2024-02-27 00:15:31.085362,2024-02-27 00:23:31.085362
78,20,1,2024-04-09 15:20:19.006812,2024-04-09 17:06:19.006812
79,4,1,2024-04-26 07:30:18.317381,2024-04-26 08:15:18.317381
80,2,1,2024-03-28 08:46:32.253093,2024-03-28 09:55:32.253093
81,4,1,2024-04-17 07:05:15.701043,2024-04-17 07:42:15.701043
82,48,1,2024-04-26 04:56:30.198777,2024-04-26 05:16:30.198777
83,12,1,2023-12-11 09:12:49.453163,2023-12-11 09:21:49.453163
84,25,1,2023-10-18 23:23:41.458654,2023-10-18 23:50:41.458654
85,39,1,2024-02-08 07:04:16.104239,2024-02-08 07:48:16.104239
86,23,1,2023-09-07 14:24:08.043197,2023-09-07 15:21:08.043197
87,48,1,2024-03-17 08:04:39.917179,2024-03-17 08:59:39.917179
88,46,1,2024-03-30 21:05:37.480780,2024-03-30 22:07:37.480780
89,10,1,2024-04-16 04:10:48.129685,2024-04-16 05:33:48.129685
90,44,1,2023-12-28 23:37:17.081902,2023-12-29 00:49:17.081902
91,34,1,2024-05-05 18:01:06.516294,2024-05-05 19:24:06.516294
92,30,1,2023-12-25 08:51:24.710275,2023-12-25 09:28:24.710275
93,47,1,2023-11-09 04:13:13.586202,2023-11-09 06:00:13.586202
94,9,1,2024-01-23 04:24:22.018676,2024-01-23 05:58:22.018676
95,6,1,2024-05-22 09:10:28.711591,2024-05-22 09:29:28.711591
96,22,1,2024-04-24 00:13:02.913929,2024-04-24 01:11:02.913929
97,14,1,2024-03-10 18:56:08.187820,2024-03-10 19:17:08.187820
98,10,1,2023-06-30 11:11:49.195017,2023-06-30 11:32:49.195017
99,21,1,2024-01-06 04:55:41.352407,2024-01-06 05:16:41.352407
100,25,1,2023-11-22 00:16:13.757351,2023-11-22 01:25:13.757351
101,19,1,2024-01-12 10:00:19.303063,2024-01-12 10:15:19.303063
102,5,1,2024-03-29 07:14:46.998106,2024-03-29 09:01:46.998106
103,46,1,2023-08-26 22:32:03.358201,2023-08-26 23:25:03.358201
104,23,1,2024-02-17 16:03:21.718034,2024-02-17 16:56:21.718034
105,32,1,2023-07-12 21:37:59.908014,2023-07-12 21:57:59.908014
106,36,1,2023-08-18 20:43:13.213501,2023-08-18 21:18:13.213501
107,5,1,2024-03-11 05:44:05.829960,2024-03-11 07:07:05.829960
108,10,1,2023-09-27 22:55:24.027113,2023-09-27 23:54:24.027113
109,42,1,2024-03-18 20:51:37.874918,2024-03-18 21:48:37.874918
110,29,1,2023-07-06 23:44:45.480781,2023-07-07 01:33:45.480781
111,45,1,2023-07-23 08:31:54.696360,2023-07-23 09:41:54.696360
112,24,1,2024-02-05 13:42:47.871407,2024-02-05 14:46:47.871407
113,40,1,2023-06-17 04:20:53.316120,2023-06-17 04:38:53.316120
114,50,1,2023-12-23 06:48:48.099254,2023-12-23 07:58:48.099254
115,33,1,2024-04-21 12:45:45.047713,2024-04-21 13:47:45.047713
116,46,1,2023-12-09 02:15:03.614455,2023-12-09 03:06:03.614455
117,33,1,2024-01-30 11:03:48.211945,2024-01-30 12:02:48.211945
118,15,1,2023-06-10 13:12:00.181943,2023-06-10 15:01:00.181943
119,23,1,2024-01-14 03:39:58.095625,2024-01-14 04:30:58.095625
120,27,1,2024-01-03 21:35:54.835310,2024-01-03 22:10:54.835310
121,47,1,2023-12-24 00:43:48.448670,2023-12-24 02:32:48.448670
122,41,1,2023-10-18 22:39:03.640369,2023-10-18 22:50:03.640369
123,42,1,2023-10-11 09:45:47.708254,2023-10-11 09:54:47.708254
124,32,1,2024-05-16 18:01:54.407020,2024-05-16 19:06:54.407020
125,23,1,2023-06-14 00:26:11.908957,2023-06-14 01:29:11.908957
126,4,1,2023-06-08 17:45:21.514102,2023-06-08 17:50:21.514102
127,13,1,2024-05-09 18:44:38.349118,2024-05-09 19:09:38.349118
128,36,1,2023-08-06 04:02:24.070302,2023-08-06 04:07:24.070302
129,46,1,2023-07-15 07:40:38.749640,2023-07-15 07:49:38.749640
130,17,1,2023-08-15 07:51:46.721799,2023-08-15 08:17:46.721799
131,34,1,2024-03-13 10:39:05.333777,2024-03-13 12:00:05.333777
132,5,1,2024-05-01 04:09:48.239514,2024-05-01 05:20:48.239514
133,21,1,2023-06-09 03:35:43.071058,2023-06-09 05:34:43.071058
134,23,1,2023-10-31 06:03:58.694056,2023-10-31 06:10:58.694056
135,47,1,2023-07-07 07:24:36.212217,2023-07-07 08:04:36.212217
136,12,1,2023-09-01 23:29:26.906777,2023-09-02 01:04:26.906777
137,21,1,2023-08-18 23:53:09.721549,2023-08-19 00:05:09.721549
138,37,1,2024-01-18 10:03:10.152414,2024-01-18 10:25:10.152414
139,1,1,2023-10-04 07:22:46.476194,2023-10-04 07:32:46.476194
140,45,1,2023-08-04 12:05:01.250553,2023-08-04 13:02:01.250553
141,14,1,2023-11-28 03:52:17.786535,2023-11-28 05:19:17.786535
142,43,1,2023-06-15 02:04:41.165193,2023-06-15 03:56:41.165193
143,43,1,2023-07-07 02:26:21.682497,2023-07-07 02:46:21.682497
144,38,1,2024-05-19 12:17:50.706259,2024-05-19 13:42:50.706259
145,31,1,2023-08-11 07:31:46.959275,2023-08-11 08:53:46.959275
146,30,1,2023-10-07 06:18:20.250504,2023-10-07 08:07:20.250504
147,17,1,2024-02-17 16:59:33.231158,2024-02-17 17:58:33.231158
148,22,1,2024-03-26 21:17:12.923171,2024-03-26 21:39:12.923171
149,48,1,2024-04-24 13:26:45.916511,2024-04-24 15:08:45.916511
150,25,1,2023-07-31 14:33:41.210020,2023-07-31 15:47:41.210020
151,47,1,2024-01-27 14:49:21.090722,2024-01-27 15:24:21.090722
152,1,1,2024-05-11 18:06:52.002659,2024-05-11 19:38:52.002659
153,10,1,2023-06-21 18:23:05.629329,2023-06-21 19:57:05.629329
154,10,1,2024-01-28 21:23:48.053098,2024-01-28 21:43:48.053098
155,36,1,2024-03-29 10:13:32.314900,2024-03-29 10:36:32.314900
156,41,1,2023-10-01 10:51:23.830619,2023-10-01 11:08:23.830619
157,1,1,2023-08-29 16:13:35.655771,2023-08-29 17:55:35.655771
158,29,1,2023-12-31 11:38:04.115602,2023-12-31 12:22:04.115602
159,22,1,2023-11-06 05:23:58.763172,2023-11-06 06:49:58.763172
160,31,1,2023-08-02 12:52:41.190055,2023-08-02 13:05:41.190055
161,44,1,2023-11-16 17:02:48.207417,2023-11-16 17:40:48.207417
162,1,1,2023-10-25 15:09:42.135263,2023-10-25 16:31:42.135263
163,41,1,2023-12-21 14:00:17.522398,2023-12-21 15:21:17.522398
164,32,1,2023-11-29 22:29:08.976657,2023-11-30 00:19:08.976657
165,22,1,2023-09-20 09:51:28.960161,2023-09-20 11:04:28.960161
166,30,1,2023-10-06 18:15:18.483165,2023-10-06 20:00:18.483165
167,14,1,2024-03-26 15:34:27.630405,2024-03-26 16:23:27.630405
168,42,1,2023-08-29 18:19:57.953732,2023-08-29 19:48:57.953732
169,40,1,2023-12-18 12:55:20.296925,2023-12-18 13:53:20.296925
170,48,1,2023-06-05 10:46:10.400454,2023-06-05 11:13:10.400454
171,41,1,2024-02-21 06:38:24.541177,2024-02-21 08:28:24.541177
172,4,1,2023-09-29 03:56:42.509768,2023-09-29 04:53:42.509768
173,30,1,2023-06-17 08:19:05.548011,2023-06-17 10:05:05.548011
174,19,1,2023-09-09 11:28:00.674215,2023-09-09 13:21:00.674215
175,44,1,2023-08-25 21:35:31.646165,2023-08-25 22:50:31.646165
176,24,1,2024-05-06 22:54:12.381440,2024-05-06 23:45:12.381440
177,28,1,2023-10-04 23:57:46.425609,2023-10-05 00:55:46.425609
178,33,1,2023-09-11 23:31:08.047723,2023-09-12 00:03:08.047723
179,9,1,2023-10-07 11:51:03.013227,2023-10-07 13:11:03.013227
180,50,1,2024-05-04 17:28:21.990392,2024-05-04 19:13:21.990392
181,38,1,2024-01-13 16:55:00.639279,2024-01-13 17:24:00.639279
182,45,1,2024-01-09 04:07:56.722299,2024-01-09 04:12:56.722299
183,37,1,2024-02-11 23:48:30.234270,2024-02-12 00:04:30.234270
184,3,1,2023-10-17 19:14:42.837320,2023-10-17 20:28:42.837320
185,10,1,2023-10-27 05:54:13.232468,2023-10-27 07:13:13.232468
186,45,1,2024-01-19 19:35:48.547265,2024-01-19 20:14:48.547265
187,30,1,2023-06-01 13:05:09.259057,2023-06-01 13:17:09.259057
188,38,1,2023-08-08 19:02:07.914489,2023-08-08 19:27:07.914489
189,9,1,2023-09-28 14:56:22.480655,2023-09-28 16:20:22.480655
190,11,1,2023-08-25 15:27:30.150072,2023-08-25 17:25:30.150072
191,7,1,2024-01-15 00:15:59.381850,2024-01-15 00:58:59.381850
192,35,1,2023-10-14 10:48:29.230506,2023-10-14 12:16:29.230506
193,22,1,2024-04-09 03:46:27.804933,2024-04-09 03:54:27.804933
194,44,1,2023-12-21 05:45:05.963396,2023-12-21 07:01:05.963396
195,27,1,2023-10-27 05:48:14.970064,2023-10-27 06:05:14.970064
196,43,1,2023-10-22 21:35:03.890208,2023-10-22 21:54:03.890208
197,47,1,2024-02-07 01:25:09.947925,2024-02-07 02:51:09.947925
198,14,1,2023-10-28 14:36:04.886547,2023-10-28 15:35:04.886547
199,40,1,2024-01-23 21:09:06.613752,2024-01-23 22:30:06.613752
200,19,1,2023-06-17 17:37:03.870479,2023-06-17 19:22:03.870479
201,46,1,2023-11-07 07:28:59.318633,2023-11-07 08:44:59.318633
202,2,1,2023-09-01 17:32:29.334953,2023-09-01 18:56:29.334953
203,6,1,2023-07-27 09:47:12.761003,2023-07-27 11:01:12.761003
204,32,1,2023-12-06 17:22:29.160526,2023-12-06 18:00:29.160526
205,24,1,2023-11-22 07:19:20.811614,2023-11-22 08:59:20.811614
206,44,1,2023-12-18 19:49:51.439599,2023-12-18 20:03:51.439599
207,6,1,2024-02-26 06:03:54.184324,2024-02-26 07:06:54.184324
208,9,1,2024-04-12 04:20:07.173378,2024-04-12 04:54:07.173378
209,38,1,2023-11-24 22:08:30.116564,2023-11-24 22:26:30.116564
210,34,1,2023-09-20 15:06:51.683132,2023-09-20 15:31:51.683132
211,13,1,2023-11-15 00:24:39.404557,2023-11-15 01:11:39.404557
212,6,1,2024-03-16 09:54:11.509472,2024-03-16 10:45:11.509472
213,43,1,2024-04-09 00:16:46.758498,2024-04-09 01:09:46.758498
214,47,1,2024-03-17 14:49:39.807081,2024-03-17 16:35:39.807081
215,40,1,2023-08-07 06:02:52.539343,2023-08-07 06:49:52.539343
216,35,1,2024-05-23 12:19:32.998677,2024-05-23 12:30:32.998677
217,30,1,2024-01-13 11:15:30.014606,2024-01-13 12:05:30.014606
218,48,1,2023-06-30 20:35:23.464882,2023-06-30 21:22:23.464882
219,27,1,2024-02-15 13:06:12.313026,2024-02-15 14:30:12.313026
220,49,1,2024-05-19 00:09:38.328990,2024-05-19 01:42:38.328990
221,49,1,2023-10-22 17:43:07.884003,2023-10-22 18:01:07.884003
222,43,1,2024-01-29 17:15:22.976334,2024-01-29 17:55:22.976334
223,22,1,2023-09-22 02:28:34.603688,2023-09-22 03:50:34.603688
224,14,1,2023-08-16 09:10:25.520604,2023-08-16 11:09:25.520604
225,34,1,2024-02-12 14:26:40.421839,2024-02-12 14:34:40.421839
226,11,1,2023-06-01 20:14:25.460247,2023-06-01 21:02:25.460247
227,20,1,2024-03-21 07:23:52.105659,2024-03-21 07:46:52.105659
228,50,1,2023-12-07 00:00:35.601252,2023-12-07 01:12:35.601252
229,22,1,2023-07-05 23:30:29.257055,2023-07-06 01:19:29.257055
230,10,1,2023-07-13 12:49:33.139655,2023-07-13 13:27:33.139655
231,10,1,2024-01-19 06:08:23.622623,2024-01-19 07:49:23.622623
232,2,1,2024-04-08 12:34:55.616824,2024-04-08 14:33:55.616824
233,48,1,2023-09-09 03:44:11.286485,2023-09-09 04:38:11.286485
234,40,1,2024-05-16 00:50:54.986942,2024-05-16 01:00:54.986942
235,15,1,2023-07-06 20:04:53.372793,2023-07-06 21:44:53.372793
236,6,1,2024-04-01 11:19:00.299879,2024-04-01 13:13:00.299879
237,25,1,2023-10-20 21:45:23.662030,2023-10-20 22:34:23.662030
238,37,1,2023-06-30 02:22:29.954453,2023-06-30 02:55:29.954453
239,18,1,2023-09-07 06:30:04.933377,2023-09-07 06:37:04.933377
240,31,1,2023-11-10 00:57:16.620248,2023-11-10 02:21:16.620248
241,34,1,2024-03-10 10:29:29.430410,2024-03-10 11:55:29.430410
242,13,1,2024-04-04 03:02:06.341388,2024-04-04 03:18:06.341388
243,40,1,2023-07-18 17:27:20.809747,2023-07-18 18:35:20.809747
244,46,1,2023-12-04 07:47:16.722864,2023-12-04 09:14:16.722864
245,42,1,2024-01-19 19:10:14.810419,2024-01-19 21:05:14.810419
246,19,1,2023-10-03 03:33:18.062895,2023-10-03 04:29:18.062895
247,37,1,2024-04-07 21:12:52.294325,2024-04-07 21:45:52.294325
248,26,1,2023-09-08 14:13:56.658956,2023-09-08 15:09:56.658956
249,41,1,2023-06-07 15:27:58.375993,2023-06-07 16:14:58.375993
250,32,1,2023-06-15 13:06:23.377849,2023-06-15 14:36:23.377849
251,37,1,2024-01-30 14:33:47.101544,2024-01-30 16:15:47.101544
252,31,1,2023-12-17 17:39:09.870856,2023-12-17 19:03:09.870856
253,1,1,2024-05-04 14:00:37.733957,2024-05-04 14:53:37.733957
254,25,1,2024-05-01 16:46:50.566021,2024-05-01 17:02:50.566021
255,34,1,2024-04-21 11:20:50.406963,2024-04-21 12:53:50.406963
256,41,1,2023-06-16 00:37:17.765913,2023-06-16 01:58:17.765913
257,36,1,2024-02-23 23:32:55.910406,2024-02-24 01:16:55.910406
258,43,1,2024-02-06 21:05:07.853988,2024-02-06 21:19:07.853988
259,48,1,2024-01-21 10:28:46.823346,2024-01-21 11:29:46.823346
260,50,1,2024-02-10 19:48:20.653793,2024-02-10 21:19:20.653793
261,32,1,2024-04-18 22:02:22.063685,2024-04-18 23:22:22.063685
262,30,1,2024-01-15 23:48:20.394435,2024-01-16 00:34:20.394435
263,49,1,2023-10-12 05:35:22.146219,2023-10-12 06:37:22.146219
264,48,1,2023-12-10 10:16:52.256532,2023-12-10 10:33:52.256532
265,9,1,2023-08-14 08:24:16.003053,2023-08-14 08:38:16.003053
266,36,1,2023-12-28 00:38:59.640657,2023-12-28 01:47:59.640657
267,20,1,2023-06-04 04:23:02.897834,2023-06-04 04:44:02.897834
268,32,1,2023-07-25 00:34:46.524654,2023-07-25 02:21:46.524654
269,6,1,2023-09-28 06:24:42.388777,2023-09-28 06:48:42.388777
270,46,1,2024-03-09 11:09:12.459757,2024-03-09 11:19:12.459757
271,44,1,2024-02-13 00:32:04.887549,2024-02-13 02:06:04.887549
272,50,1,2023-09-30 00:01:47.032140,2023-09-30 01:22:47.032140
273,19,1,2024-01-08 23:30:25.921093,2024-01-09 00:51:25.921093
274,1,1,2023-06-15 17:44:23.186248,2023-06-15 17:51:23.186248
275,39,1,2023-07-29 14:47:32.304923,2023-07-29 16:20:32.304923
276,10,1,2024-05-17 06:01:44.573801,2024-05-17 07:55:44.573801
277,21,1,2023-09-12 13:42:35.572039,2023-09-12 14:08:35.572039
278,48,1,2023-10-20 05:24:30.559914,2023-10-20 05:56:30.559914
279,7,1,2023-12-14 04:54:12.420785,2023-12-14 05:57:12.420785
280,35,1,2023-09-13 22:59:16.013858,2023-09-14 00:04:16.013858
281,14,1,2023-11-19 00:19:46.799141,2023-11-19 00:33:46.799141
282,29,1,2023-08-25 17:56:57.021154,2023-08-25 18:28:57.021154
283,1,1,2023-06-18 06:17:43.635804,2023-06-18 08:04:43.635804
284,4,1,2023-08-04 05:48:26.546970,2023-08-04 06:51:26.546970
285,49,1,2023-12-05 02:32:39.539575,2023-12-05 03:14:39.539575
286,28,1,2023-06-26 08:22:45.394638,2023-06-26 09:24:45.394638
287,48,1,2023-10-23 05:19:44.288063,2023-10-23 05:44:44.288063
288,43,1,2023-09-26 12:26:58.494271,2023-09-26 14:06:58.494271
289,9,1,2023-10-27 08:30:37.263982,2023-10-27 09:03:37.263982
290,20,1,2023-07-06 13:22:55.001173,2023-07-06 14:07:55.001173
291,17,1,2024-04-21 01:05:58.995606,2024-04-21 02:03:58.995606
292,43,1,2023-11-17 13:28:23.465110,2023-11-17 14:03:23.465110
293,42,1,2024-03-27 18:56:13.411177,2024-03-27 20:05:13.411177
294,21,1,2024-05-15 05:13:29.755752,2024-05-15 05:53:29.755752
295,39,1,2023-10-01 22:21:10.046521,2023-10-01 23:46:10.046521
296,15,1,2023-11-19 09:06:09.207044,2023-11-19 09:26:09.207044
297,42,1,2024-02-06 06:14:13.227978,2024-02-06 06:26:13.227978
298,31,1,2023-10-31 13:56:04.779884,2023-10-31 14:27:04.779884
299,32,1,2023-09-16 23:55:46.180466,2023-09-17 00:36:46.180466
300,41,1,2024-02-18 20:03:33.543681,2024-02-18 21:22:33.543681
301,87,2,2024-04-15 22:41:32.652458,2024-04-15 23:41:32.652458
302,96,2,2024-04-24 23:48:24.047466,2024-04-25 00:19:24.047466
303,52,2,2024-01-11 04:46:11.593960,2024-01-11 05:44:11.593960
304,52,2,2023-10-13 08:23:36.651255,2023-10-13 08:31:36.651255
305,93,2,2024-05-14 14:53:47.798699,2024-05-14 16:07:47.798699
306,74,2,2024-01-15 12:57:54.561697,2024-01-15 14:10:54.561697
307,97,2,2023-06-24 13:12:38.164061,2023-06-24 13:52:38.164061
308,71,2,2023-07-01 06:54:49.823717,2023-07-01 08:51:49.823717
309,55,2,2024-02-24 05:51:24.843622,2024-02-24 06:44:24.843622
310,74,2,2023-06-22 21:02:38.712108,2023-06-22 22:06:38.712108
311,82,2,2023-06-03 19:24:11.712662,2023-06-03 19:50:11.712662
312,64,2,2023-10-19 20:57:37.020817,2023-10-19 21:51:37.020817
313,84,2,2023-12-03 15:48:13.915300,2023-12-03 17:44:13.915300
314,79,2,2023-11-08 10:53:17.706830,2023-11-08 11:48:17.706830
315,84,2,2023-11-22 18:56:24.386885,2023-11-22 20:36:24.386885
316,90,2,2023-12-27 05:26:46.582712,2023-12-27 06:13:46.582712
317,87,2,2024-01-30 00:01:04.228396,2024-01-30 01:58:04.228396
318,58,2,2023-10-30 07:54:34.965244,2023-10-30 09:16:34.965244
319,71,2,2023-10-10 18:14:12.734096,2023-10-10 20:08:12.734096
320,58,2,2024-05-19 14:13:11.093072,2024-05-19 14:40:11.093072
321,53,2,2023-09-02 08:02:50.321692,2023-09-02 09:06:50.321692
322,99,2,2024-03-04 23:38:22.860208,2024-03-05 01:04:22.860208
323,75,2,2023-11-02 06:09:46.155753,2023-11-02 06:57:46.155753
324,69,2,2023-10-07 06:00:20.996562,2023-10-07 06:58:20.996562
325,74,2,2023-06-23 20:14:23.247506,2023-06-23 21:56:23.247506
326,60,2,2024-04-04 22:05:10.426490,2024-04-04 23:17:10.426490
327,97,2,2024-02-07 02:55:04.033057,2024-02-07 04:18:04.033057
328,80,2,2024-04-19 00:37:11.402910,2024-04-19 01:53:11.402910
329,55,2,2023-11-09 13:13:25.418411,2023-11-09 14:04:25.418411
330,94,2,2024-01-29 03:34:15.890446,2024-01-29 04:09:15.890446
331,57,2,2023-07-13 12:52:50.690625,2023-07-13 14:09:50.690625
332,79,2,2023-10-21 08:33:06.984640,2023-10-21 09:29:06.984640
333,55,2,2023-08-14 03:08:56.838815,2023-08-14 04:21:56.838815
334,81,2,2023-06-16 01:27:12.536742,2023-06-16 02:16:12.536742
335,71,2,2024-05-05 02:32:04.903878,2024-05-05 02:48:04.903878
336,59,2,2023-08-17 05:31:06.244863,2023-08-17 06:00:06.244863
337,95,2,2023-07-23 08:29:51.095691,2023-07-23 09:55:51.095691
338,69,2,2023-08-10 19:37:57.557609,2023-08-10 21:22:57.557609
339,60,2,2023-10-14 05:31:07.187875,2023-10-14 07:10:07.187875
340,93,2,2023-12-13 10:56:02.826804,2023-12-13 12:25:02.826804
341,94,2,2023-07-25 03:15:04.643816,2023-07-25 05:10:04.643816
342,89,2,2024-05-19 16:12:05.403593,2024-05-19 18:06:05.403593
343,59,2,2024-05-17 15:15:34.033374,2024-05-17 16:51:34.033374
344,79,2,2023-07-24 02:04:34.201455,2023-07-24 02:24:34.201455
345,51,2,2023-10-24 04:49:59.757878,2023-10-24 06:20:59.757878
346,100,2,2024-01-30 05:24:00.368275,2024-01-30 07:17:00.368275
347,73,2,2024-04-09 22:56:49.241503,2024-04-10 00:43:49.241503
348,93,2,2023-11-25 05:12:34.516952,2023-11-25 06:11:34.516952
349,69,2,2024-04-24 01:07:22.215095,2024-04-24 01:26:22.215095
350,97,2,2023-09-24 08:25:09.328544,2023-09-24 09:47:09.328544
351,94,2,2023-11-26 07:15:56.496103,2023-11-26 09:09:56.496103
352,69,2,2023-11-26 09:01:54.095672,2023-11-26 09:34:54.095672
353,80,2,2024-01-26 16:44:15.318699,2024-01-26 18:15:15.318699
354,70,2,2023-08-12 06:09:23.156300,2023-08-12 06:57:23.156300
355,77,2,2024-01-05 03:03:53.915965,2024-01-05 05:03:53.915965
356,81,2,2023-08-18 06:13:59.357060,2023-08-18 06:55:59.357060
357,58,2,2023-09-30 16:53:39.216670,2023-09-30 16:59:39.216670
358,98,2,2024-05-10 07:55:26.385661,2024-05-10 08:12:26.385661
359,58,2,2024-04-17 14:15:20.544132,2024-04-17 15:21:20.544132
360,64,2,2024-03-19 15:47:36.793444,2024-03-19 17:47:36.793444
361,79,2,2023-06-13 16:30:20.691009,2023-06-13 18:25:20.691009
362,69,2,2023-07-24 01:46:28.292536,2023-07-24 02:34:28.292536
363,62,2,2023-08-31 21:24:31.862015,2023-08-31 22:44:31.862015
364,94,2,2024-03-07 12:18:25.129680,2024-03-07 13:43:25.129680
365,67,2,2024-03-28 07:41:10.265313,2024-03-28 09:22:10.265313
366,51,2,2023-12-26 12:47:10.706310,2023-12-26 12:57:10.706310
